,year,_113_cause_name,cause_name,state,deaths,aadr
1312,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,560,13.7
1313,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2789,13.7
1314,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,673,13.7
1315,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,807,13.7
1316,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,190,13.7
1317,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,261,13.7
1318,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,775,13.7
1319,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,48,13.7
1320,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,382,13.7
1321,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,76,13.7
1322,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1315,13.7
1323,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,92,13.7
1324,2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,580,13.7
1325,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,370,13.7
1326,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,476,13.7
1327,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,574,13.7
1328,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,103,13.7
1329,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1400,13.8
1330,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1078,13.8
1331,2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1535,13.8
1332,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1410,13.8
1333,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,156,13.8
1334,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1002,13.8
1335,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,204,13.8
1336,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1502,13.8
1337,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2928,13.8
1338,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,573,13.8
1339,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,394,13.8
1340,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,198,13.8
1341,2010,Diabetes mellitus (E10-E14),Diabetes,Nevada,350,13.8
1342,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,138,13.8
1343,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,197,13.8
1344,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1343,13.8
1345,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,780,13.8
1346,2004,Diabetes mellitus (E10-E14),Diabetes,Hawaii,194,13.8
1347,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,625,13.9
1348,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,206,13.9
1349,2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,783,13.9
1350,2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1591,13.9
1351,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2491,13.9
1352,2015,Diabetes mellitus (E10-E14),Diabetes,Connecticut,653,13.9
1353,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1044,13.9
1354,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,433,13.9
1355,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1650,13.9
1356,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,751,13.9
1357,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,3035,13.9
1358,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,226,13.9
1359,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1660,13.9
1360,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2880,13.9
1361,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,422,13.9
1362,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,128,13.9
1363,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,957,13.9
1364,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,90,13.9
1365,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,803,13.9
1366,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,78,13.9
1367,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2740,13.9
1368,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,409,13.9
1369,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,78,13.9
1370,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,89,13.9
1371,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,379,13.9
1372,2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1758,13.9
1373,2004,Diabetes mellitus (E10-E14),Diabetes,Nevada,290,13.9
1374,2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,500,13.9
1375,2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Dakota,128,13.9
1376,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,108,13.9
1377,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,79,13.9
1378,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,478,13.9
1379,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,990,14.0
1380,2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,United States,47173,14.0
1381,2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,3227,14.0
1382,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5981,14.0
1383,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,3143,14.0
1384,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,431,14.0
1385,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,1894,14.0
1386,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,258,14.0
1387,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,696,14.0
1388,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1985,14.0
1389,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,993,14.0
1390,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,410,14.0
1391,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,679,14.0
1392,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,401,14.0
1393,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,856,14.0
1394,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,197,14.0
1395,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,76,14.0
1396,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,206,14.0
1397,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,612,14.0
1398,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,49,14.0
1399,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,269,14.0
1400,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,856,14.0
1401,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,266,14.0
1402,2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,567,14.0
1403,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,377,14.0
1404,2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,554,14.0
1405,2001,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,573,14.0
1406,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,105,14.0
1407,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,208,14.0
1408,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,282,14.0
1409,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,816,14.0
1410,2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1457,14.1
1411,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1251,14.1
1412,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,68,14.1
1413,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,2002,14.1
1414,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,1036,14.1
1415,2013,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1142,14.1
1416,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,66,14.1
1417,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,1027,14.1
1418,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,312,14.1
1419,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,996,14.1
1420,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,202,14.1
1421,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,220,14.1
1422,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,196,14.1
1423,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,279,14.1
1424,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,94,14.1
1425,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,813,14.1
1426,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,287,14.1
1427,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,874,14.1
1428,2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,752,14.1
1429,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,558,14.1
1430,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,39480,14.1
1431,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,493,14.1
1432,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1798,14.2
1433,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,677,14.2
1434,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1707,14.2
1435,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,618,14.2
1436,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1052,14.2
1437,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,616,14.2
1438,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2541,14.2
1439,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3452,14.2
1440,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,604,14.2
1441,2013,Diabetes mellitus (E10-E14),Diabetes,Wyoming,89,14.2
1442,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,747,14.2
1443,2012,Diabetes mellitus (E10-E14),Diabetes,Connecticut,631,14.2
1444,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,325,14.2
1445,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3055,14.2
1446,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,986,14.2
1447,2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,149,14.2
1448,2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1943,14.2
1449,2010,Alzheimer's disease (G30),Alzheimer's disease,Nevada,296,14.2
1450,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,294,14.2
1451,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,631,14.2
1452,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,206,14.2
1453,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,225,14.2
1454,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1413,14.2
1455,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,236,14.2
1456,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,402,14.2
1457,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,95,14.2
1458,2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,767,14.2
1459,2003,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,612,14.2
1460,2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,277,14.2
1461,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,55672,14.3
1462,2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Carolina,1521,14.3
1463,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1423,14.3
1464,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,720,14.3
1465,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,342,14.3
1466,2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1791,14.3
1467,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1228,14.3
1468,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1063,14.3
1469,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,948,14.3
1470,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,679,14.3
1471,2013,Alzheimer's disease (G30),Alzheimer's disease,Maryland,919,14.3
1472,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,944,14.3
1473,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,133,14.3
1474,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,940,14.3
1475,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,257,14.3
1476,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,1021,14.3
1477,2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1642,14.3
1478,2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,979,14.3
1479,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,860,14.3
1480,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1865,14.3
1481,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,908,14.3
1482,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,82,14.3
1483,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,400,14.3
1484,2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,235,14.3
1485,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,91,14.3
1486,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,92,14.3
1487,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,382,14.3
1488,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,729,14.3
1489,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,613,14.3
1490,1999,Alzheimer's disease (G30),Alzheimer's disease,Florida,3059,14.3
1491,2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,1140,14.4
1492,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,522,14.4
1493,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,3205,14.4
1494,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,960,14.4
1495,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1582,14.4
1496,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,1090,14.4
1497,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3339,14.4
1498,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,721,14.4
1499,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,447,14.4
1500,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,850,14.4
1501,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,606,14.4
1502,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,726,14.4
1503,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,3002,14.4
1504,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,385,14.4
1505,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,955,14.4
1506,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2858,14.4
1507,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1909,14.4
1508,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,135,14.4
1509,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,97,14.4
1510,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,506,14.4
1511,2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,79,14.4
1512,2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,2561,14.4
1513,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,501,14.4
1514,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,518,14.4
1515,2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,40974,14.4
1516,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,505,14.4
1517,2000,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1267,14.4
1518,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,111,14.4
1519,1999,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,2192,14.4
1520,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,492,14.4
1521,2017,Diabetes mellitus (E10-E14),Diabetes,Connecticut,694,14.5
1522,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2178,14.5
1523,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,134,14.5
1524,2015,Diabetes mellitus (E10-E14),Diabetes,Hawaii,263,14.5
1525,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,174,14.5
1526,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,2100,14.5
1527,2014,Alzheimer's disease (G30),Alzheimer's disease,Maryland,934,14.5
