,year,_113_cause_name,cause_name,state,deaths,aadr
1061,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,726,12.7
1062,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,365,12.8
1063,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,185,12.8
1064,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,204,12.8
1065,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,156,12.8
1066,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,181,12.8
1067,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,745,12.8
1068,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,208,12.8
1069,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,828,12.8
1070,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,743,12.8
1071,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,270,12.8
1072,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,269,12.8
1073,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,252,12.8
1074,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,822,12.8
1075,2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,163,12.8
1076,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2297,12.8
1077,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,347,12.8
1078,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,725,12.8
1079,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,521,12.8
1080,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,974,12.9
1081,2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,330,12.9
1082,2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Dakota,122,12.9
1083,2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,577,12.9
1084,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,316,12.9
1085,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,407,12.9
1086,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Virginia,1123,12.9
1087,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,605,12.9
1088,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,195,12.9
1089,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1295,12.9
1090,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1526,12.9
1091,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Dakota,117,12.9
1092,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,3297,12.9
1093,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,134,12.9
1094,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,814,12.9
1095,2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,44,12.9
1096,2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,711,12.9
1097,2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,167,12.9
1098,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,762,12.9
1099,2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,220,12.9
1100,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,128,12.9
1101,2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,50633,13.0
1102,2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,260,13.0
1103,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Carolina,1373,13.0
1104,2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,960,13.0
1105,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3214,13.0
1106,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,United States,42826,13.0
1107,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,388,13.0
1108,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1542,13.0
1109,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,87,13.0
1110,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,133,13.0
1111,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,120,13.0
1112,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,388,13.0
1113,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1309,13.0
1114,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,619,13.0
1115,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,87,13.0
1116,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,779,13.0
1117,2007,Diabetes mellitus (E10-E14),Diabetes,Nevada,312,13.0
1118,2006,Diabetes mellitus (E10-E14),Diabetes,Nevada,294,13.0
1119,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,824,13.0
1120,2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,239,13.0
1121,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,361,13.0
1122,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2389,13.0
1123,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,83,13.0
1124,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,540,13.0
1125,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,349,13.0
1126,1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,35525,13.0
1127,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,675,13.1
1128,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,230,13.1
1129,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1245,13.1
1130,2016,Alzheimer's disease (G30),Alzheimer's disease,New York,3349,13.1
1131,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,246,13.1
1132,2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,50046,13.1
1133,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Carolina,1352,13.1
1134,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,769,13.1
1135,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,190,13.1
1136,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,45622,13.1
1137,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,618,13.1
1138,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,389,13.1
1139,2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,602,13.1
1140,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,864,13.1
1141,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,276,13.1
1142,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,263,13.1
1143,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,194,13.1
1144,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,381,13.1
1145,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,253,13.1
1146,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,179,13.1
1147,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,86,13.1
1148,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,151,13.1
1149,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,865,13.1
1150,2005,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,192,13.1
1151,2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,173,13.1
1152,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,803,13.1
1153,2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Dakota,124,13.1
1154,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,36,13.1
1155,2000,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,526,13.1
1156,2000,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,75,13.1
1157,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,583,13.1
1158,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,751,13.1
1159,2017,Alzheimer's disease (G30),Alzheimer's disease,New York,3521,13.2
1160,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,578,13.2
1161,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,745,13.2
1162,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Virginia,1166,13.2
1163,2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1139,13.2
1164,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,730,13.2
1165,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,126,13.2
1166,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,48146,13.2
1167,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,83,13.2
1168,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1400,13.2
1169,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,302,13.2
1170,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,47112,13.2
1171,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,125,13.2
1172,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,654,13.2
1173,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,1747,13.2
1174,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,186,13.2
1175,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,274,13.2
1176,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,51,13.2
1177,2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,889,13.2
1178,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2587,13.2
1179,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,566,13.2
1180,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,731,13.2
1181,2006,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,201,13.2
1182,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,255,13.2
1183,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,792,13.2
1184,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,167,13.2
1185,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,245,13.2
1186,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,661,13.2
1187,1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,390,13.2
1188,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,185,13.3
1189,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,334,13.3
1190,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,1409,13.3
1191,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1364,13.3
1192,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,United States,44193,13.3
1193,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,86,13.3
1194,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,701,13.3
1195,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,644,13.3
1196,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1354,13.3
1197,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,1817,13.3
1198,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,370,13.3
1199,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1565,13.3
1200,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Dakota,117,13.3
1201,2010,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1028,13.3
1202,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,904,13.3
1203,2009,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1007,13.3
1204,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,921,13.3
1205,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,585,13.3
1206,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Dakota,118,13.3
1207,2008,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,218,13.3
1208,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,831,13.3
1209,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,376,13.3
1210,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,90,13.3
1211,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,362,13.3
1212,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,560,13.3
1213,2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,830,13.3
1214,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2338,13.3
1215,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,778,13.3
1216,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,167,13.3
1217,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,254,13.3
1218,1999,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,356,13.3
1219,2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Texas,3778,13.4
1220,2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Virginia,1179,13.4
1221,2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1193,13.4
1222,2015,Diabetes mellitus (E10-E14),Diabetes,Nevada,420,13.4
1223,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Carolina,1406,13.4
1224,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,49959,13.4
1225,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,251,13.4
1226,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,1788,13.4
1227,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,2974,13.4
1228,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,554,13.4
1229,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,933,13.4
1230,2011,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,180,13.4
1231,2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,550,13.4
1232,2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,45591,13.4
1233,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,234,13.4
1234,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,793,13.4
1235,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,599,13.4
1236,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,290,13.4
1237,2007,Alzheimer's disease (G30),Alzheimer's disease,Nevada,248,13.4
1238,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,1743,13.4
1239,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,844,13.4
1240,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,68,13.4
1241,2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,262,13.4
1242,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,566,13.4
1243,2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,811,13.4
1244,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,175,13.4
1245,1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,34,13.4
1246,1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,100,13.4
1247,1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,191,13.4
1248,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,51537,13.5
1249,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,United States,44965,13.5
1250,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,201,13.5
1251,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,980,13.5
1252,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,973,13.5
1253,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2360,13.5
1254,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1586,13.5
1255,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,217,13.5
1256,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,881,13.5
1257,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,80,13.5
1258,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,208,13.5
1259,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,637,13.5
1260,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,56,13.5
1261,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,132,13.5
1262,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,592,13.5
1263,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,50,13.5
1264,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,589,13.5
1265,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,808,13.5
1266,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1747,13.5
1267,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,799,13.5
1268,2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,567,13.5
1269,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3044,13.5
1270,2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,699,13.5
1271,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,102,13.5
1272,2001,Diabetes mellitus (E10-E14),Diabetes,Hawaii,173,13.5
1273,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,108,13.5
1274,2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,2314,13.5
1275,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Vermont,86,13.5
1276,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,791,13.5
1277,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,37251,13.5
1278,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,338,13.6
1279,2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,1451,13.6
1280,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,667,13.6
1281,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,322,13.6
1282,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,150,13.6
1283,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,252,13.6
1284,2012,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1099,13.6
1285,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1431,13.6
1286,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,658,13.6
1287,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1529,13.6
1288,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,168,13.6
1289,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2324,13.6
1290,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,803,13.6
1291,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,207,13.6
1292,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,382,13.6
1293,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,191,13.6
1294,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,396,13.6
1295,2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,66,13.6
1296,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,750,13.6
1297,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2996,13.6
1298,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,374,13.6
1299,2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,567,13.6
1300,2002,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,570,13.6
1301,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,2269,13.6
1302,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,524,13.6
1303,1999,Alzheimer's disease (G30),Alzheimer's disease,Nevada,174,13.6
1304,2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,255,13.7
1305,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1672,13.7
1306,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,183,13.7
1307,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,996,13.7
1308,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,582,13.7
1309,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,258,13.7
1310,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,179,13.7
1311,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,673,13.7
